20	437	1
20	468	1
20	620	2
20	699	1
20	782	1
20	970	3
21	53	1
21	242	1
21	350	2
21	353	3
21	501	1
21	777	2
21	792	2
21	842	1
21	874	2
21	997	2
22	21	2
22	80	1
22	142	2
22	158	1
22	170	2
22	458	1
22	677	1
22	845	3
22	874	1
22	954	1
23	79	1
23	166	4
23	313	3
23	622	3
23	775	1
23	848	1
23	875	1
23	899	1
23	905	5
23	938	4
24	179	2
24	236	2
24	252	4
24	568	3
24	580	4
24	706	2
24	731	3
24	845	1
24	915	2
24	980	2
25	97	3
25	112	3
25	213	4
25	271	3
25	282	3
25	669	3
25	801	3
25	895	3
25	952	3
25	963	3
26	284	1
26	336	4
26	369	1
26	401	1
26	448	5
26	505	3
26	562	1
26	706	2
26	748	2
26	784	1
27	110	3
27	130	4
27	301	3
27	303	4
27	364	3
27	469	2
27	527	2
27	866	5
27	875	1
27	931	2
28	57	4
28	194	5
28	297	2
28	360	2
28	475	4
28	514	3
28	560	2
28	695	1
28	916	2
28	925	1
29	61	3
29	71	2
29	102	4
29	120	3
29	270	3
29	505	2
29	592	2
29	716	4
29	732	2
29	761	1
30	118	1
30	169	2
30	255	5
30	287	2
30	326	3
30	328	1
30	341	4
30	360	1
30	456	1
30	550	1
31	301	1
31	460	2
31	501	1
31	607	1
31	660	1
31	713	4
31	752	1
31	794	1
31	940	1
31	993	1
32	52	1
32	73	1
32	101	1
32	561	1
32	619	1
32	698	1
32	784	2
32	908	1
32	946	3
32	979	1
33	45	2
33	238	3
33	260	3
33	407	2
33	552	3
33	607	1
33	726	1
33	755	2
33	904	4
33	980	3
34	64	3
34	116	3
34	309	3
34	347	2
34	397	2
34	534	3
34	570	2
34	810	2
34	824	3
34	941	2
35	38	2
35	86	3
35	124	3
35	216	1
35	246	3
35	481	1
35	516	3
35	555	3
35	643	2
35	657	2
36	9	2
36	93	4
36	115	2
36	255	1
36	416	1
36	508	4
36	560	2
36	580	1
36	620	1
36	900	1
37	129	1
37	226	2
37	436	1
37	655	1
37	722	1
37	770	1
37	839	1
37	915	1
37	928	1
37	949	2
38	12	4
38	78	5
38	134	3
38	197	1
38	221	1
38	353	2
38	375	1
38	546	1
38	781	3
38	946	4
39	133	3
39	179	1
39	363	1
39	434	1
39	570	3
39	614	2
39	703	2
39	873	2
39	941	1
39	947	1
40	23	1
40	99	2
40	244	2
40	258	1
40	520	3
40	578	1
40	669	1
40	732	1
40	801	1
40	918	2
41	42	2
41	105	1
41	129	1
41	167	1
41	216	2
41	256	1
41	321	1
41	409	2
41	911	1
41	1000	1
42	87	1
42	109	1
42	169	1
42	177	1
42	185	1
42	295	1
42	496	1
42	744	1
42	882	2
42	954	1
43	48	1
43	121	2
43	125	3
43	469	4
43	506	1
43	702	1
43	820	2
43	841	1
43	872	1
43	902	1
44	53	1
44	179	1
44	259	1
44	283	5
44	568	2
44	656	3
44	781	5
44	839	1
44	921	2
44	951	2
45	31	1
45	108	1
45	415	1
45	464	1
45	553	1
45	617	1
45	667	1
45	710	2
45	789	2
45	814	1
46	96	1
46	266	1
46	343	5
46	346	2
46	569	2
46	644	1
46	723	4
46	741	5
46	764	4
46	844	3
47	162	1
47	229	1
47	419	2
47	432	1
47	497	1
47	759	3
47	794	1
47	801	2
47	970	1
47	998	1
48	3	2
48	36	1
48	240	2
48	279	2
48	346	2
48	460	2
48	529	2
48	752	2
48	843	2
48	862	2
49	27	1
49	43	1
49	103	1
49	163	1
49	241	1
49	392	1
49	561	2
49	594	3
49	901	1
49	909	3
50	18	3
50	152	1
50	273	1
50	308	1
50	329	1
50	360	1
50	741	2
50	936	3
50	951	2
50	978	1
51	54	3
51	244	2
51	322	1
51	355	1
51	535	1
51	560	1
51	620	1
51	826	1
51	906	3
51	973	1
52	43	1
52	66	1
52	228	1
52	291	1
52	333	1
52	522	1
52	648	2
52	700	1
52	912	4
52	931	1
53	5	2
53	57	2
53	164	1
53	181	1
53	447	1
53	511	1
53	580	1
53	619	3
53	698	1
53	840	2
54	31	2
54	156	3
54	404	2
54	517	2
54	531	2
54	540	3
54	548	2
54	613	1
54	712	2
54	1000	2
55	99	1
55	195	1
55	251	1
55	292	5
55	623	1
55	630	1
55	689	3
55	773	4
55	838	3
55	911	3
56	91	1
56	219	1
56	222	1
56	322	1
56	481	1
56	528	1
56	534	2
56	754	1
56	863	1
56	904	1
57	60	1
57	331	3
57	465	1
57	570	1
57	650	3
57	709	3
57	718	1
57	735	1
57	752	3
57	923	3
58	19	2
58	76	2
58	159	2
58	393	2
58	546	2
58	606	2
58	692	2
58	799	2
58	844	2
58	974	2
59	101	1
59	405	1
59	439	3
59	462	1
59	476	1
59	741	1
59	772	1
59	792	1
59	823	1
59	941	1
60	43	1
60	209	1
60	329	1
60	468	1
60	568	1
60	595	1
60	644	1
60	745	1
60	810	1
60	951	1
61	14	4
61	119	3
61	194	3
61	206	3
61	463	5
61	806	2
61	809	3
61	821	2
61	882	1
61	979	2
62	22	2
62	44	2
62	98	3
62	192	3
62	226	2
62	237	2
62	536	2
62	799	2
62	804	2
62	882	1
63	95	1
63	159	1
63	196	2
63	206	2
63	341	3
63	474	2
63	561	1
63	665	3
63	785	2
63	849	3
64	67	2
64	292	2
64	460	2
64	572	2
64	576	3
64	626	2
64	716	2
64	913	2
64	939	1
64	948	2
65	64	1
65	147	1
65	276	1
65	331	1
65	525	1
65	587	1
65	656	1
65	710	1
65	951	1
65	959	1
66	139	2
66	262	3
66	269	4
66	421	3
66	461	4
66	620	2
66	775	2
66	809	1
66	831	3
66	846	3
67	186	1
67	244	1
67	435	1
67	537	1
67	627	1
67	839	3
67	862	1
67	867	3
67	904	1
67	910	3
68	132	2
68	153	2
68	222	2
68	303	2
68	318	3
68	451	1
68	499	1
68	538	2
68	642	3
68	887	1
69	210	5
69	256	5
69	320	4
69	324	4
69	534	5
69	547	4
69	621	4
69	829	4
69	925	3
69	952	5
70	44	1
70	433	1
70	529	1
70	594	1
70	764	1
70	789	1
70	929	1
70	933	1
70	960	1
70	967	1
71	248	1
71	258	1
71	316	2
71	529	1
71	580	1
71	717	1
71	780	1
71	886	2
71	961	1
71	985	1
72	63	2
72	68	2
72	92	2
72	116	2
72	166	3
72	311	3
72	455	4
72	668	3
72	701	2
72	844	4
73	72	2
73	203	1
73	304	5
73	505	3
73	602	4
73	606	2
73	828	2
73	835	3
73	860	2
73	891	3
74	15	1
74	48	1
74	98	1
74	168	1
74	232	1
74	246	1
74	400	1
74	533	3
74	835	1
74	891	1
75	98	2
75	201	3
75	269	4
75	296	2
75	337	3
75	378	3
75	410	3
75	511	2
75	862	2
75	863	2
76	18	1
76	194	2
76	211	1
76	239	1
76	323	1
76	473	1
76	495	1
76	598	1
76	614	1
76	915	1
77	59	1
77	153	4
77	233	2
77	430	1
77	457	4
77	465	3
77	774	4
77	819	2
77	926	1
77	927	3
78	22	1
78	137	1
78	170	1
78	257	1
78	265	1
78	267	3
78	396	4
78	623	2
78	717	3
78	834	1
79	381	1
79	436	1
79	516	1
79	532	1
79	591	1
79	613	1
79	731	1
79	807	3
79	881	1
79	935	1
80	235	3
80	279	1
80	291	1
80	419	2
80	441	2
80	485	1
80	503	1
80	524	2
80	809	1
80	945	1
81	166	1
81	303	1
81	341	3
81	348	1
81	490	1
81	542	2
81	683	1
81	829	2
81	910	1
81	985	1
82	83	1
82	94	4
82	216	1
82	266	1
82	273	1
82	448	1
82	638	1
82	662	2
82	756	2
82	798	1
83	30	2
83	98	1
83	156	1
83	281	4
83	444	1
83	470	2
83	582	1
83	707	2
83	727	1
83	862	2
84	1	4
84	36	2
84	61	2
84	136	2
84	228	2
84	656	1
84	664	2
84	719	2
84	774	1
84	843	1
85	62	3
85	159	5
85	354	2
85	396	5
85	407	2
85	415	2
85	461	1
85	662	3
85	898	4
85	999	1
86	166	2
86	216	1
86	243	1
86	269	2
86	273	2
86	405	3
86	564	1
86	626	2
86	875	2
86	952	3
87	100	2
87	218	1
87	275	2
87	400	2
87	428	2
87	666	2
87	746	3
87	852	2
87	867	3
87	913	3
88	51	2
88	105	2
88	127	4
88	219	2
88	368	1
88	373	4
88	397	1
88	512	1
88	847	1
88	994	1
89	183	1
89	219	1
89	227	1
89	285	1
89	449	1
89	588	1
89	686	2
89	700	1
89	766	1
89	841	1
90	124	1
90	181	5
90	223	3
90	559	3
90	608	2
90	631	4
90	645	4
90	688	4
90	689	1
90	913	2
91	82	1
91	137	1
91	406	1
91	415	1
91	434	1
91	479	1
91	575	2
91	595	1
91	737	1
91	766	1
92	50	3
92	301	1
92	312	2
92	472	4
92	552	3
92	558	1
92	590	2
92	603	2
92	814	2
92	841	1
93	97	1
93	151	2
93	153	4
93	349	4
93	386	3
93	486	4
93	585	3
93	657	1
93	735	1
93	993	1
94	1	1
94	48	1
94	92	1
94	110	1
94	174	1
94	253	1
94	320	1
94	354	1
94	594	2
94	733	1
95	97	1
95	107	1
95	153	2
95	178	1
95	273	1
95	319	3
95	460	1
95	586	1
95	655	1
95	967	2
96	21	1
96	74	1
96	203	1
96	430	1
96	503	3
96	516	1
96	703	1
96	764	1
96	971	1
96	986	1
97	34	1
97	71	1
97	144	1
97	391	1
97	431	1
97	515	1
97	527	1
97	563	1
97	763	1
97	825	1
98	92	2
98	96	1
98	207	1
98	422	1
98	441	3
98	521	1
98	582	2
98	752	1
98	788	1
98	805	2
99	202	1
99	325	1
99	475	2
99	597	2
99	600	1
99	610	1
99	693	1
99	709	1
99	818	2
99	873	1
100	34	4
100	260	3
100	271	2
100	304	3
100	377	2
100	530	3
100	612	3
100	761	1
100	795	4
100	874	3
101	42	3
101	340	1
101	354	1
101	387	1
101	489	3
101	637	1
101	699	2
101	759	4
101	775	4
101	846	1
102	128	1
102	314	3
102	466	3
102	525	1
102	604	1
102	637	1
102	651	1
102	669	1
102	676	1
102	894	1
103	42	2
103	120	2
103	274	2
103	276	2
103	376	2
103	394	2
103	433	2
103	473	2
103	800	2
103	934	2
104	18	1
104	28	1
104	44	1
104	469	1
104	509	1
104	573	1
104	574	1
104	661	1
104	662	1
104	989	1
105	27	1
105	346	1
105	391	1
105	471	1
105	701	1
105	769	1
105	797	2
105	886	3
105	896	1
105	999	1
106	110	3
106	232	2
106	398	4
106	482	4
106	550	1
106	758	1
106	790	1
106	793	3
106	815	2
106	969	3
107	55	1
107	59	1
107	166	1
107	170	3
107	208	5
107	297	1
107	485	5
107	793	4
107	889	5
107	906	5
108	142	4
108	181	1
108	222	1
108	226	3
108	233	1
108	346	2
108	491	1
108	521	2
108	808	3
108	867	1
109	71	1
109	154	2
109	172	2
109	193	3
109	645	1
109	646	2
109	695	1
109	780	1
109	908	1
109	946	3
110	183	1
110	243	3
110	549	2
110	599	2
110	644	1
110	669	2
110	712	2
110	900	1
110	952	1
110	994	2
111	214	2
111	436	2
111	469	2
111	489	2
111	524	2
111	566	2
111	613	2
111	721	2
111	844	2
111	867	2
112	306	3
112	366	2
112	371	1
112	379	2
112	385	2
112	635	3
112	877	3
112	911	3
112	939	2
112	962	2
113	19	3
113	87	1
113	181	1
113	209	2
113	256	1
113	372	1
113	383	1
113	637	1
113	727	3
113	806	1
114	118	4
114	161	2
114	318	2
114	352	2
114	457	2
114	483	4
114	817	1
114	888	2
114	921	3
114	954	3
115	25	3
115	26	1
115	95	1
115	149	2
115	217	1
115	305	2
115	465	1
115	491	1
115	539	1
115	847	1
116	17	4
116	54	2
116	204	4
116	312	4
116	531	2
116	618	2
116	714	3
116	844	3
116	915	2
116	945	3
117	8	3
117	154	2
117	239	3
117	262	2
117	340	2
117	367	1
117	537	1
117	693	2
117	728	1
117	775	2
118	173	1
118	203	1
118	249	1
118	333	1
118	445	1
118	695	1
118	718	2
118	767	3
118	963	1
118	979	1
119	97	1
119	213	3
119	298	1
119	376	1
119	449	1
119	619	1
119	633	1
119	773	1
119	781	1
119	961	1
120	13	1
120	207	1
120	231	1
120	276	1
120	310	1
120	351	1
120	773	1
120	899	2
120	981	1
120	999	1
121	33	1
121	97	1
121	176	1
121	327	3
121	362	1
121	379	1
121	471	1
121	495	3
121	872	1
121	881	1
122	16	1
122	136	1
122	255	1
122	370	1
122	386	1
122	464	1
122	740	1
122	780	1
122	893	1
122	959	1
123	133	3
123	142	5
123	312	1
123	314	4
123	431	2
123	452	1
123	505	2
123	766	3
123	781	4
123	802	4
124	21	2
124	88	1
124	211	2
124	662	3
124	689	1
124	741	1
124	840	2
124	912	3
124	921	4
124	977	1
125	73	1
125	295	3
125	367	2
125	422	2
125	431	4
125	581	1
125	630	1
125	822	2
125	926	1
125	999	1
126	116	1
126	182	1
126	184	3
126	349	2
126	354	1
126	478	1
126	743	1
126	779	1
126	834	1
126	914	1
127	260	1
127	410	4
127	479	1
127	744	4
127	765	2
127	789	2
127	866	1
127	903	1
127	904	1
127	942	3
128	57	1
128	74	1
128	109	1
128	139	1
128	343	1
128	468	4
128	836	1
128	844	1
128	923	3
128	979	3
129	56	2
129	253	4
129	307	5
129	381	2
129	471	4
129	594	1
129	756	5
129	837	5
129	919	2
129	977	1
130	305	2
130	322	1
130	338	4
130	479	1
130	522	3
130	631	2
130	781	4
130	793	4
130	824	1
130	917	4
131	29	3
131	382	3
131	395	3
131	439	2
131	440	2
131	594	3
131	680	2
131	767	3
131	788	2
131	912	3
132	13	1
132	20	1
132	48	1
132	230	1
132	425	1
132	607	5
132	676	1
132	808	1
132	980	1
132	985	1
133	84	1
133	149	4
133	184	3
133	202	2
133	420	1
133	437	1
133	578	3
133	711	3
133	980	1
133	991	1
134	41	3
134	66	5
134	124	3
134	585	2
134	687	3
134	710	4
134	773	5
134	869	3
134	897	2
134	902	3
135	22	1
135	132	1
135	191	1
135	235	1
135	241	1
135	358	2
135	379	1
135	656	2
135	809	1
135	856	1
136	104	1
136	160	1
136	467	1
136	485	1
136	670	1
136	722	1
136	724	1
136	754	1
136	952	1
136	994	1
137	14	2
137	76	1
137	123	2
137	347	3
137	543	1
137	589	1
137	607	1
137	656	1
137	729	1
137	754	2
138	106	3
138	114	3
138	342	1
138	439	1
138	447	1
138	484	4
138	639	4
138	795	3
138	954	1
138	977	3
139	116	3
139	178	3
139	231	2
139	270	3
139	420	2
139	474	3
139	510	3
139	639	3
139	883	3
139	935	3
140	99	1
140	101	1
140	135	1
140	161	1
140	170	1
140	176	1
140	333	1
140	596	1
140	610	1
140	769	1
141	3	3
141	66	4
141	164	5
141	334	4
141	501	4
141	589	5
141	618	4
141	621	2
141	762	4
141	990	4
142	85	3
142	105	2
142	117	2
142	271	2
142	343	2
142	347	3
142	424	2
142	457	2
142	690	2
142	810	4
143	3	2
143	120	1
143	156	1
143	206	1
143	257	1
143	290	1
143	537	1
143	580	1
143	747	1
143	899	2
144	101	1
144	120	3
144	185	3
144	274	2
144	310	3
144	398	1
144	590	1
144	645	3
144	656	3
144	873	2
145	108	4
145	331	4
145	355	3
145	489	2
145	521	2
145	535	3
145	883	5
145	885	5
145	928	4
145	985	3
146	117	3
146	207	3
146	227	2
146	308	1
146	367	3
146	524	3
146	756	2
146	795	4
146	833	3
146	973	2
147	37	1
147	59	1
147	157	1
147	171	1
147	198	1
147	215	1
147	410	1
147	649	1
147	764	1
147	792	1
148	49	1
148	62	1
148	93	3
148	103	1
148	233	3
148	266	1
148	441	4
148	804	3
148	825	1
148	989	3
149	61	3
149	206	3
149	259	1
149	282	3
149	407	3
149	517	3
149	617	3
149	819	3
149	897	3
149	994	3
150	504	3
150	517	3
150	553	2
150	565	3
150	575	3
150	654	2
150	734	2
150	751	3
150	755	2
150	955	2
151	268	2
151	438	1
151	670	1
151	752	4
151	772	1
151	817	1
151	825	1
151	904	3
151	917	2
151	984	1
152	75	1
152	89	1
152	118	3
152	155	2
152	259	1
152	408	2
152	732	1
152	901	1
152	952	2
152	979	1
153	71	1
153	168	1
153	169	1
153	170	1
153	238	1
153	502	1
153	583	1
153	628	1
153	723	1
153	759	1
154	83	1
154	236	1
154	296	1
154	306	1
154	373	2
154	525	1
154	570	1
154	709	1
154	889	2
154	892	1
155	40	1
155	69	1
155	495	1
155	545	1
155	605	1
155	646	1
155	694	2
155	728	1
155	733	2
155	750	1
156	210	2
156	219	3
156	314	1
156	544	2
156	688	3
156	707	1
156	727	1
156	891	1
156	952	2
156	983	1
157	179	3
157	204	1
157	307	1
157	506	1
157	521	1
157	587	1
157	727	1
157	763	1
157	793	2
157	816	1
158	75	1
158	223	1
158	263	1
158	293	1
158	317	1
158	417	1
158	450	1
158	459	1
158	493	1
158	602	1
159	1	3
159	53	4
159	255	4
159	366	2
159	372	2
159	441	2
159	687	2
159	774	4
159	965	3
159	973	2
160	58	1
160	63	1
160	176	1
160	349	1
160	490	1
160	557	1
160	609	1
160	702	1
160	899	4
160	934	1
161	101	1
161	140	1
161	179	1
161	194	1
161	217	1
161	220	1
161	294	1
161	583	1
161	621	1
161	811	1
162	113	2
162	176	1
162	232	2
162	237	1
162	443	2
162	720	2
162	775	1
162	807	1
162	840	1
162	906	1
163	303	1
163	455	1
163	543	1
163	663	2
163	702	1
163	783	1
163	799	1
163	824	1
163	844	1
163	912	3
164	80	1
164	98	1
164	377	1
164	569	1
164	617	1
164	658	1
164	674	1
164	693	1
164	828	1
164	840	1
165	140	3
165	388	4
165	424	2
165	534	3
165	597	3
165	733	2
165	746	1
165	791	2
165	879	1
165	963	1
166	82	3
166	207	1
166	252	1
166	330	1
166	397	1
166	424	1
166	448	1
166	591	1
166	728	1
166	805	1
167	27	1
167	103	2
167	190	2
167	376	1
167	379	1
167	484	1
167	603	4
167	615	2
167	671	1
167	908	2
168	64	3
168	230	1
168	232	1
168	284	2
168	291	1
168	363	1
168	680	3
168	775	2
168	927	3
168	951	2
169	108	1
169	290	1
169	335	1
169	354	2
169	372	1
169	540	2
169	563	2
169	726	1
169	898	1
169	967	2
170	53	1
170	94	1
170	100	1
170	394	5
170	533	1
170	581	5
170	774	1
170	908	1
170	947	1
170	957	1
171	14	2
171	33	1
171	183	1
171	188	1
171	276	5
171	436	3
171	458	1
171	666	1
171	712	1
171	745	1
172	92	1
172	128	1
172	364	1
172	511	1
172	732	1
172	747	1
172	810	1
172	860	1
172	888	1
172	981	1
173	186	2
173	474	2
173	548	2
173	709	1
173	771	1
173	786	1
173	800	1
173	839	3
173	889	2
173	992	3
174	101	1
174	123	3
174	223	1
174	255	2
174	336	1
174	437	1
174	589	3
174	600	1
174	683	1
174	749	1
175	146	1
175	171	1
175	217	1
175	336	1
175	424	2
175	481	1
175	502	1
175	669	1
175	819	3
175	836	1
176	202	1
176	237	1
176	331	1
176	375	1
176	392	1
176	565	1
176	770	1
176	843	1
176	978	1
176	983	1
177	56	2
177	79	1
177	353	3
177	418	1
177	673	1
177	784	3
177	806	2
177	868	3
177	898	1
177	913	1
178	56	3
178	81	1
178	450	1
178	515	1
178	550	1
178	554	1
178	577	1
178	617	1
178	670	1
178	882	2
179	64	1
179	308	1
179	370	2
179	404	1
179	533	1
179	603	2
179	616	2
179	702	1
179	767	1
179	803	1
180	157	1
180	175	1
180	256	1
180	302	1
180	488	1
180	584	1
180	629	2
180	677	3
180	752	2
180	931	1
181	204	1
181	245	1
181	262	1
181	282	3
181	357	1
181	376	1
181	395	2
181	513	1
181	748	2
181	879	1
182	96	1
182	213	1
182	282	1
182	316	1
182	469	1
182	661	1
182	817	1
182	859	1
182	936	1
182	963	1
183	24	2
183	78	1
183	237	2
183	349	2
183	415	3
183	535	1
183	657	2
183	769	2
183	957	3
183	991	1
184	226	1
184	336	1
184	396	2
184	399	2
184	403	1
184	494	2
184	552	2
184	686	2
184	687	2
184	984	2
185	215	1
185	248	1
185	351	5
185	617	1
185	634	1
185	644	1
185	839	1
185	915	5
185	989	5
185	997	5
186	41	1
186	161	1
186	225	1
186	267	1
186	320	1
186	345	1
186	501	5
186	516	1
186	635	1
186	641	1
187	38	1
187	189	1
187	250	1
187	383	1
187	474	5
187	583	1
187	590	1
187	715	1
187	951	1
187	996	5
188	187	3
188	270	1
188	424	1
188	476	2
188	515	2
188	719	2
188	738	1
188	775	3
188	818	4
188	908	2
189	225	2
189	329	3
189	442	2
189	453	1
189	575	2
189	603	2
189	657	4
189	816	2
189	879	2
189	880	3
190	92	2
190	107	2
190	203	3
190	224	3
190	411	2
190	436	3
190	505	2
190	509	2
190	739	3
190	947	1
191	17	4
191	216	2
191	305	2
191	397	3
191	453	4
191	472	4
191	632	3
191	685	4
191	819	3
191	937	4
192	101	1
192	104	3
192	199	3
192	289	1
192	400	4
192	550	2
192	715	3
192	737	3
192	926	1
192	977	3
193	54	1
193	258	1
193	269	2
193	371	1
193	446	1
193	682	2
193	697	1
193	769	3
193	949	1
193	953	1
194	75	2
194	92	2
194	111	4
194	136	1
194	198	1
194	342	1
194	634	2
194	763	1
194	811	2
194	844	3
195	125	2
195	334	2
195	352	1
195	366	1
195	367	2
195	559	1
195	658	1
195	899	3
195	917	2
195	999	1
196	3	1
196	24	1
196	105	1
196	163	1
196	214	1
196	330	1
196	376	5
196	390	1
196	699	1
196	844	1
197	43	1
197	80	1
197	128	1
197	249	1
197	345	2
197	382	2
197	436	3
197	454	1
197	562	1
197	705	3
198	35	2
198	55	2
198	232	1
198	269	2
198	322	2
198	372	1
198	467	2
198	767	2
198	799	2
198	831	1
199	244	2
199	371	2
199	436	2
199	448	1
199	497	1
199	540	1
199	593	1
199	659	1
199	752	2
199	914	1
200	19	1
200	175	1
200	351	3
200	373	1
200	375	1
200	399	4
200	690	3
200	817	1
200	832	2
200	898	3
201	70	4
201	140	3
201	205	3
201	270	3
201	391	1
201	429	1
201	445	1
201	621	2
201	874	4
201	966	1
202	9	1
202	270	1
202	344	2
202	392	2
202	421	1
202	607	1
202	688	1
202	773	2
202	862	1
202	943	2
203	127	1
203	176	1
203	251	1
203	321	1
203	381	1
203	460	1
203	569	1
203	795	1
203	840	1
203	994	1
204	60	1
204	80	1
204	138	1
204	225	1
204	242	1
204	340	1
204	424	1
204	579	1
204	646	1
204	674	1
205	86	3
205	99	1
205	107	1
205	277	1
205	305	1
205	317	1
205	478	1
205	640	1
205	721	1
205	881	1
206	33	2
206	304	1
206	318	2
206	359	2
206	495	1
206	685	2
206	687	2
206	740	2
206	782	2
206	785	2
207	95	1
207	112	1
207	157	1
207	216	1
207	266	1
207	338	1
207	419	1
207	443	1
207	564	1
207	748	2
208	19	3
208	27	1
208	243	3
208	360	4
208	570	1
208	601	2
208	903	2
208	927	1
208	963	4
208	988	3
209	61	2
209	115	5
209	270	3
209	288	1
209	301	3
209	306	3
209	414	2
209	769	1
209	773	4
209	842	3
210	153	3
210	355	2
210	472	2
210	598	2
210	610	2
210	631	2
210	736	2
210	858	2
210	930	2
210	964	2
211	11	4
211	67	1
211	107	1
211	116	1
211	363	1
211	447	1
211	681	1
211	683	2
211	758	1
211	953	1
212	17	4
212	142	3
212	143	2
212	293	1
212	330	2
212	411	2
212	716	2
212	728	2
212	837	4
212	984	2
213	123	4
213	157	2
213	217	1
213	247	2
213	259	1
213	365	1
213	599	2
213	636	5
213	642	3
213	673	2
214	21	4
214	37	5
214	225	1
214	335	2
214	513	3
214	658	2
214	671	4
214	682	1
214	731	2
214	796	1
215	40	1
215	84	1
215	93	1
215	237	3
215	290	2
215	477	1
215	738	1
215	765	1
215	965	3
215	977	1
216	144	1
216	346	1
216	416	3
216	505	3
216	542	1
216	638	1
216	783	1
216	849	1
216	980	1
216	992	1
217	110	2
217	130	3
217	212	2
217	270	2
217	303	2
217	344	3
217	647	2
217	713	1
217	885	4
217	902	3
218	20	1
218	99	1
218	236	2
218	262	1
218	435	1
218	463	1
218	484	1
218	773	1
218	804	1
218	923	1
219	87	1
219	179	1
219	191	1
219	236	1
219	247	1
219	295	1
219	707	1
219	891	1
219	962	1
219	988	1
220	64	1
220	193	1
220	273	1
220	389	1
220	623	2
220	627	1
220	707	1
220	866	2
220	868	2
220	945	2
221	4	1
221	119	5
221	136	1
221	182	1
221	437	1
221	561	1
221	648	1
221	670	1
221	794	1
221	858	2
222	77	1
222	479	1
222	543	1
222	556	1
222	621	1
222	646	1
222	729	1
222	740	1
222	915	1
222	916	1
223	72	1
223	215	2
223	282	1
223	303	3
223	339	1
223	420	2
223	619	1
223	805	1
223	832	1
223	956	1
224	13	1
224	52	1
224	140	2
224	268	2
224	332	1
224	400	2
224	411	1
224	720	1
224	901	2
224	918	1
225	51	1
225	211	1
225	218	1
225	479	2
225	511	1
225	518	1
225	519	1
225	633	2
225	933	1
225	936	2
226	195	1
226	204	1
226	329	1
226	372	1
226	374	1
226	406	1
226	441	1
226	619	1
226	696	1
226	947	1
227	8	3
227	184	1
227	234	1
227	314	1
227	485	2
227	495	3
227	534	2
227	702	2
227	706	4
227	841	1
228	34	1
228	290	1
228	411	1
228	614	1
228	758	1
228	844	1
228	878	1
228	926	1
228	976	1
228	978	1
229	10	1
229	148	3
229	214	1
229	424	2
229	479	4
229	584	1
229	589	1
229	777	1
229	836	3
229	961	1
230	161	2
230	334	2
230	392	3
230	483	4
230	638	4
230	653	2
230	767	1
230	876	2
230	897	2
230	926	1
231	29	1
231	33	1
231	187	3
231	315	1
231	368	1
231	433	1
231	590	1
231	712	1
231	762	2
231	892	1
232	46	1
232	74	1
232	166	2
232	475	1
232	507	1
232	793	1
232	878	1
232	906	1
232	952	1
232	960	1
233	41	1
233	55	1
233	118	1
233	132	2
233	150	5
233	254	5
233	306	1
233	321	1
233	748	2
233	794	1
234	7	2
234	213	1
234	288	2
